account_id,user_id,username,bank_name,account_type,currency,balance
acc_000055_2,55,can0055,Akbank,savings,TRY,958.22
acc_000055_3,55,can0055,Halkbank,savings,TRY,922.09
acc_000056_1,56,melike0056,İş Bankası,savings,TRY,5479.59
acc_000056_2,56,melike0056,Akbank,savings,TRY,0.0
acc_000056_3,56,melike0056,Halkbank,savings,TRY,426.52
acc_000057_1,57,can0057,Ziraat,current,TRY,2183.4
acc_000058_1,58,mehmet0058,VakıfBank,savings,TRY,1025.87
acc_000058_2,58,mehmet0058,Enpara,savings,TRY,2092.42
acc_000058_3,58,mehmet0058,Akbank,current,TRY,2406.98
acc_000059_1,59,ahmet0059,Enpara,savings,TRY,5934.3
acc_000060_1,60,fatma0060,Enpara,savings,TRY,2046.47
acc_000060_2,60,fatma0060,DenizBank,current,TRY,0.0
acc_000060_3,60,fatma0060,Ziraat,savings,TRY,2606.93
acc_000061_1,61,kadir0061,İş Bankası,savings,TRY,1671.42
acc_000061_2,61,kadir0061,Akbank,savings,TRY,2365.15
acc_000062_1,62,tolga0062,Garanti,current,TRY,2941.47
acc_000063_1,63,sila0063,Akbank,current,TRY,1686.97
acc_000063_2,63,sila0063,İş Bankası,current,TRY,1138.51
acc_000063_3,63,sila0063,VakıfBank,current,TRY,1933.06
acc_000064_1,64,deniz0064,TEB,savings,TRY,2098.58
acc_000065_1,65,tolga0065,İş Bankası,savings,TRY,0.0
acc_000065_2,65,tolga0065,Enpara,current,TRY,2775.18
acc_000065_3,65,tolga0065,Garanti,current,TRY,60.05
acc_000066_1,66,yigit0066,İş Bankası,savings,TRY,2355.15
acc_000066_2,66,yigit0066,Ziraat,savings,TRY,1140.26
acc_000066_3,66,yigit0066,VakıfBank,current,TRY,278.82
acc_000067_1,67,zeynep0067,VakıfBank,current,TRY,4175.0
acc_000068_1,68,tugce0068,VakıfBank,current,TRY,2013.44
acc_000069_1,69,deniz0069,Ziraat,current,TRY,6039.41
acc_000070_1,70,dilan0070,Enpara,savings,TRY,1087.29
acc_000070_2,70,dilan0070,İş Bankası,savings,TRY,2956.6
acc_000070_3,70,dilan0070,TEB,savings,TRY,543.0
acc_000071_1,71,yigit0071,DenizBank,savings,TRY,2423.61
acc_000072_1,72,selin0072,Enpara,savings,TRY,0.0
acc_000072_2,72,selin0072,Ziraat,current,TRY,1575.68
acc_000072_3,72,selin0072,Yapı Kredi,current,TRY,1347.5
acc_000073_1,73,oguz0073,Halkbank,savings,TRY,5330.64
acc_000074_1,74,yaren0074,VakıfBank,current,TRY,4255.87
acc_000074_2,74,yaren0074,Ziraat,current,TRY,1161.32
acc_000074_3,74,yaren0074,Akbank,current,TRY,1223.82
acc_000075_1,75,pinar0075,Ziraat,savings,TRY,794.01
acc_000075_2,75,pinar0075,Akbank,current,TRY,764.26
acc_000075_3,75,pinar0075,İş Bankası,savings,TRY,2526.8
acc_000076_1,76,kadir0076,İş Bankası,current,TRY,3344.08
acc_000077_1,77,cenk0077,VakıfBank,savings,TRY,0.0
acc_000077_2,77,cenk0077,Garanti,current,TRY,2246.19
acc_000078_1,78,yasemin0078,DenizBank,savings,TRY,1534.27
acc_000078_2,78,yasemin0078,VakıfBank,savings,TRY,2558.97
acc_000079_1,79,tugce0079,VakıfBank,savings,TRY,2606.97
acc_000079_2,79,tugce0079,Yapı Kredi,savings,TRY,1608.5
acc_000079_3,79,tugce0079,Halkbank,current,TRY,3087.48
acc_000080_1,80,mert0080,DenizBank,current,TRY,4774.1
acc_000081_1,81,eda0081,Enpara,current,TRY,6861.79
acc_000082_1,82,zeynep0082,Akbank,current,TRY,3391.28
acc_000082_2,82,zeynep0082,DenizBank,savings,TRY,2647.64
acc_000082_3,82,zeynep0082,Ziraat,current,TRY,476.7
acc_000083_1,83,hilal0083,Akbank,current,TRY,3058.8
acc_000083_2,83,hilal0083,Ziraat,savings,TRY,0.0
acc_000083_3,83,hilal0083,VakıfBank,savings,TRY,876.2
acc_000084_1,84,naz0084,Yapı Kredi,current,TRY,1975.97
acc_000084_2,84,naz0084,İş Bankası,savings,TRY,3472.31
acc_000085_1,85,ayse0085,TEB,current,TRY,5366.99
acc_000086_1,86,esra0086,Garanti,current,TRY,1427.29
acc_000087_1,87,hilal0087,Ziraat,savings,TRY,1807.66
acc_000087_2,87,hilal0087,VakıfBank,savings,TRY,1037.93
acc_000088_1,88,hilal0088,Akbank,current,TRY,2279.52
acc_000089_1,89,naz0089,VakıfBank,current,TRY,4395.57
acc_000089_2,89,naz0089,Yapı Kredi,savings,TRY,963.25
acc_000090_1,90,volkan0090,Yapı Kredi,current,TRY,999.97
acc_000090_2,90,volkan0090,TEB,current,TRY,4657.81
acc_000091_1,91,omer0091,Enpara,savings,TRY,1279.47
acc_000091_2,91,omer0091,Garanti,current,TRY,2444.84
acc_000092_1,92,selin0092,Halkbank,savings,TRY,0.0
acc_000092_2,92,selin0092,Akbank,savings,TRY,2606.71
acc_000093_1,93,yasemin0093,TEB,savings,TRY,1691.16
acc_000093_2,93,yasemin0093,VakıfBank,current,TRY,4550.49
acc_000094_1,94,leyla0094,TEB,current,TRY,5946.98
acc_000094_2,94,leyla0094,Akbank,current,TRY,1488.26
acc_000095_1,95,cenk0095,VakıfBank,savings,TRY,2159.91
acc_000095_2,95,cenk0095,Enpara,current,TRY,0.0
acc_000095_3,95,cenk0095,Halkbank,current,TRY,240.57
acc_000096_1,96,rabia0096,TEB,current,TRY,3298.62
acc_000096_2,96,rabia0096,DenizBank,savings,TRY,2988.65
acc_000097_1,97,melike0097,TEB,current,TRY,2292.61
acc_000098_1,98,oguz0098,Halkbank,savings,TRY,1420.11
acc_000098_2,98,oguz0098,Enpara,current,TRY,2520.13
acc_000099_1,99,umut0099,İş Bankası,savings,TRY,4378.71
acc_000099_2,99,umut0099,Ziraat,savings,TRY,497.21
acc_000100_1,100,rabia0100,Ziraat,current,TRY,2398.29
acc_000100_2,100,rabia0100,Halkbank,current,TRY,2643.01
acc_000101_1,101,murat0101,Garanti,savings,TRY,4498.73
acc_000102_1,102,ahmet0102,Yapı Kredi,savings,TRY,3387.16
acc_000102_2,102,ahmet0102,VakıfBank,savings,TRY,2629.09
acc_000103_1,103,mert0103,Akbank,current,TRY,4754.07
acc_000104_1,104,naz0104,İş Bankası,current,TRY,3106.1
acc_000105_1,105,can0105,İş Bankası,savings,TRY,5357.14
acc_000106_1,106,rabia0106,Garanti,current,TRY,6002.5
acc_000107_1,107,ayse0107,Garanti,savings,TRY,1860.04
acc_000108_1,108,i̇rem0108,İş Bankası,savings,TRY,424.49
acc_000108_2,108,i̇rem0108,Halkbank,savings,TRY,2621.46
acc_000108_3,108,i̇rem0108,Ziraat,savings,TRY,0.0
acc_000109_1,109,kadir0109,VakıfBank,current,TRY,1799.6
acc_000109_2,109,kadir0109,DenizBank,current,TRY,3843.64
acc_000110_1,110,mehmet0110,Enpara,savings,TRY,4935.17
acc_000110_2,110,mehmet0110,Akbank,savings,TRY,878.49
acc_000111_1,111,can0111,VakıfBank,current,TRY,1733.92
acc_000111_2,111,can0111,Yapı Kredi,savings,TRY,2663.62
acc_000111_3,111,can0111,Halkbank,savings,TRY,2888.48
acc_000112_1,112,kerem0112,Yapı Kredi,savings,TRY,2921.84
acc_000113_1,113,kerem0113,Halkbank,savings,TRY,514.66
acc_000113_2,113,kerem0113,Enpara,savings,TRY,3708.56
acc_000113_3,113,kerem0113,VakıfBank,current,TRY,791.48
acc_000114_1,114,tugce0114,Halkbank,current,TRY,2419.79
acc_000115_1,115,i̇rem0115,Enpara,current,TRY,5320.03
acc_000116_1,116,yigit0116,Akbank,savings,TRY,1641.24
acc_000116_2,116,yigit0116,DenizBank,savings,TRY,4367.81
acc_000117_1,117,yigit0117,Garanti,savings,TRY,476.5
acc_000117_2,117,yigit0117,TEB,savings,TRY,2972.57
acc_000118_1,118,eda0118,Yapı Kredi,savings,TRY,5061.45
acc_000118_2,118,eda0118,Halkbank,savings,TRY,0.0
acc_000119_1,119,dilan0119,Garanti,current,TRY,0.0
acc_000119_2,119,dilan0119,Enpara,savings,TRY,1815.76
acc_000119_3,119,dilan0119,Akbank,savings,TRY,928.11
acc_000120_1,120,omer0120,VakıfBank,savings,TRY,0.0
acc_000120_2,120,omer0120,Halkbank,savings,TRY,1395.64
acc_000120_3,120,omer0120,Yapı Kredi,current,TRY,1475.63
acc_000121_1,121,hakan0121,DenizBank,savings,TRY,2738.64
acc_000121_2,121,hakan0121,Garanti,current,TRY,1413.64
acc_000121_3,121,hakan0121,Ziraat,savings,TRY,844.6
acc_000122_1,122,esra0122,VakıfBank,savings,TRY,3780.17
acc_000122_2,122,esra0122,Yapı Kredi,current,TRY,230.43
acc_000122_3,122,esra0122,Halkbank,current,TRY,1077.63
acc_000123_1,123,elif0123,Halkbank,current,TRY,2278.71
acc_000123_2,123,elif0123,Garanti,savings,TRY,2549.67
acc_000124_1,124,fatma0124,Akbank,savings,TRY,3548.71
acc_000124_2,124,fatma0124,TEB,current,TRY,426.1
acc_000125_1,125,gokhan0125,VakıfBank,savings,TRY,2034.78
acc_000126_1,126,volkan0126,Akbank,current,TRY,5057.88
acc_000127_1,127,tugce0127,Akbank,current,TRY,847.49
acc_000127_2,127,tugce0127,Halkbank,current,TRY,1403.53
acc_000127_3,127,tugce0127,DenizBank,current,TRY,845.37
acc_000128_1,128,ahmet0128,Enpara,savings,TRY,0.0
acc_000128_2,128,ahmet0128,İş Bankası,current,TRY,2747.82
acc_000128_3,128,ahmet0128,Akbank,savings,TRY,4321.3
acc_000129_1,129,mehmet0129,Halkbank,savings,TRY,1416.24
acc_000129_2,129,mehmet0129,Akbank,savings,TRY,1281.75
acc_000129_3,129,mehmet0129,TEB,savings,TRY,1677.93
acc_000130_1,130,sena0130,Garanti,savings,TRY,1346.61
acc_000130_2,130,sena0130,İş Bankası,savings,TRY,4685.52
acc_000131_1,131,sila0131,Halkbank,savings,TRY,4360.12
acc_000132_1,132,cenk0132,Yapı Kredi,savings,TRY,3149.31
acc_000132_2,132,cenk0132,Garanti,savings,TRY,2971.09
acc_000133_1,133,murat0133,DenizBank,savings,TRY,2323.79
acc_000133_2,133,murat0133,Yapı Kredi,savings,TRY,351.37
acc_000134_1,134,naz0134,Ziraat,savings,TRY,3054.52
acc_000134_2,134,naz0134,TEB,savings,TRY,77.79
acc_000134_3,134,naz0134,İş Bankası,savings,TRY,0.0
acc_000135_1,135,sena0135,İş Bankası,savings,TRY,0.0
acc_000135_2,135,sena0135,Halkbank,savings,TRY,2298.29
acc_000135_3,135,sena0135,VakıfBank,savings,TRY,1617.66
acc_000136_1,136,melike0136,İş Bankası,current,TRY,2443.37
acc_000137_1,137,mert0137,Yapı Kredi,savings,TRY,909.16
acc_000137_2,137,mert0137,TEB,current,TRY,3985.89
acc_000137_3,137,mert0137,DenizBank,current,TRY,1683.38
acc_000138_1,138,kubra0138,TEB,savings,TRY,2027.53
acc_000138_2,138,kubra0138,Enpara,savings,TRY,2824.49
acc_000139_1,139,zeynep0139,Akbank,savings,TRY,97.96
acc_000139_2,139,zeynep0139,Enpara,savings,TRY,2218.63
acc_000140_1,140,kadir0140,Enpara,savings,TRY,4403.23
acc_000140_2,140,kadir0140,TEB,savings,TRY,1686.68
acc_000140_3,140,kadir0140,DenizBank,current,TRY,372.56
acc_000141_1,141,burak0141,Enpara,savings,TRY,6104.42
acc_000142_1,142,dilan0142,VakıfBank,current,TRY,300.57
acc_000142_2,142,dilan0142,Halkbank,savings,TRY,2331.68
acc_000142_3,142,dilan0142,TEB,savings,TRY,218.36
acc_000143_1,143,onur0143,TEB,current,TRY,4107.95
acc_000144_1,144,sila0144,VakıfBank,savings,TRY,3563.6
acc_000144_2,144,sila0144,Yapı Kredi,current,TRY,2499.92
acc_000145_1,145,omer0145,VakıfBank,current,TRY,668.18
acc_000145_2,145,omer0145,Ziraat,savings,TRY,864.82
acc_000145_3,145,omer0145,Akbank,current,TRY,3157.7
acc_000146_1,146,rabia0146,Ziraat,savings,TRY,681.61
acc_000146_2,146,rabia0146,Yapı Kredi,savings,TRY,2442.21
acc_000147_1,147,tugce0147,İş Bankası,current,TRY,2009.82
acc_000147_2,147,tugce0147,TEB,current,TRY,1460.19
acc_000148_1,148,dilan0148,DenizBank,savings,TRY,2316.1
acc_000148_2,148,dilan0148,Yapı Kredi,savings,TRY,2876.73
acc_000149_1,149,cenk0149,Enpara,savings,TRY,4095.65
acc_000149_2,149,cenk0149,İş Bankası,savings,TRY,750.19
acc_000150_1,150,ayse0150,Akbank,savings,TRY,3206.39
acc_000151_1,151,melike0151,DenizBank,current,TRY,2088.8
acc_000151_2,151,melike0151,Yapı Kredi,current,TRY,3127.25
acc_000152_1,152,i̇lker0152,İş Bankası,savings,TRY,4214.62
acc_000153_1,153,onur0153,Yapı Kredi,savings,TRY,505.55
acc_000153_2,153,onur0153,Akbank,savings,TRY,2062.1
acc_000154_1,154,elif0154,Garanti,current,TRY,6269.76
acc_000155_1,155,onur0155,İş Bankası,savings,TRY,2613.7
acc_000155_2,155,onur0155,DenizBank,current,TRY,1163.86
acc_000155_3,155,onur0155,Ziraat,savings,TRY,745.67
acc_000156_1,156,dilan0156,DenizBank,savings,TRY,1038.33
acc_000156_2,156,dilan0156,Ziraat,current,TRY,771.26
acc_000156_3,156,dilan0156,Akbank,current,TRY,4830.18
acc_000157_1,157,sena0157,Yapı Kredi,savings,TRY,1311.01
acc_000157_2,157,sena0157,Halkbank,savings,TRY,1742.38
acc_000158_1,158,hilal0158,Enpara,current,TRY,0.0
acc_000158_2,158,hilal0158,Akbank,current,TRY,6648.23
acc_000159_1,159,mert0159,Halkbank,savings,TRY,5133.07
acc_000160_1,160,tugce0160,Enpara,savings,TRY,0.0
acc_000160_2,160,tugce0160,TEB,savings,TRY,325.07
acc_000160_3,160,tugce0160,Halkbank,current,TRY,2798.12
acc_000161_1,161,sila0161,DenizBank,current,TRY,2412.9
acc_000162_1,162,deniz0162,Halkbank,current,TRY,4435.96
acc_000163_1,163,nisa0163,İş Bankası,current,TRY,2195.73
acc_000164_1,164,murat0164,DenizBank,current,TRY,3211.22
acc_000164_2,164,murat0164,Akbank,current,TRY,0.0
acc_000164_3,164,murat0164,TEB,current,TRY,625.07
acc_000165_1,165,onur0165,Garanti,savings,TRY,4218.29
acc_000166_1,166,zeynep0166,VakıfBank,savings,TRY,3978.2
acc_000167_1,167,yigit0167,İş Bankası,savings,TRY,3376.64
acc_000168_1,168,kadir0168,VakıfBank,current,TRY,873.43
acc_000168_2,168,kadir0168,Yapı Kredi,current,TRY,176.5
acc_000168_3,168,kadir0168,Akbank,savings,TRY,4371.4
acc_000169_1,169,mehmet0169,VakıfBank,current,TRY,2080.78
acc_000169_2,169,mehmet0169,Yapı Kredi,current,TRY,75.09
acc_000169_3,169,mehmet0169,Enpara,current,TRY,1797.77
acc_000170_1,170,sila0170,DenizBank,current,TRY,5179.07
acc_000171_1,171,eda0171,Yapı Kredi,current,TRY,1008.83
acc_000171_2,171,eda0171,Akbank,current,TRY,2182.78
acc_000171_3,171,eda0171,VakıfBank,current,TRY,4822.96
acc_000172_1,172,kerem0172,Ziraat,current,TRY,1652.72
acc_000172_2,172,kerem0172,Enpara,savings,TRY,3762.68
acc_000173_1,173,oguz0173,Halkbank,savings,TRY,3463.06
acc_000174_1,174,rabia0174,Yapı Kredi,savings,TRY,6590.72
acc_000175_1,175,burak0175,Enpara,savings,TRY,114.49
acc_000175_2,175,burak0175,Akbank,current,TRY,4299.16
acc_000175_3,175,burak0175,Ziraat,savings,TRY,1081.41
acc_000176_1,176,leyla0176,DenizBank,current,TRY,0.0
acc_000176_2,176,leyla0176,VakıfBank,current,TRY,2915.83
acc_000176_3,176,leyla0176,Enpara,current,TRY,1878.43
acc_000177_1,177,nisa0177,Garanti,current,TRY,3023.72
acc_000178_1,178,tolga0178,Halkbank,current,TRY,6333.75
acc_000179_1,179,oguz0179,Akbank,savings,TRY,2904.88
acc_000179_2,179,oguz0179,Yapı Kredi,current,TRY,294.52
acc_000179_3,179,oguz0179,Garanti,savings,TRY,0.0
acc_000180_1,180,kadir0180,DenizBank,savings,TRY,2442.3
acc_000180_2,180,kadir0180,Akbank,current,TRY,4388.3
acc_000181_1,181,yigit0181,Enpara,savings,TRY,1417.24
acc_000181_2,181,yigit0181,TEB,savings,TRY,697.31
acc_000182_1,182,onur0182,Yapı Kredi,current,TRY,3072.5
acc_000182_2,182,onur0182,Enpara,savings,TRY,2583.76
acc_000182_3,182,onur0182,Garanti,current,TRY,1222.05
acc_000183_1,183,mert0183,VakıfBank,savings,TRY,865.49
acc_000183_2,183,mert0183,DenizBank,savings,TRY,4505.58
acc_000184_1,184,eda0184,Ziraat,savings,TRY,1834.3
acc_000184_2,184,eda0184,Enpara,current,TRY,1408.73
acc_000185_1,185,eda0185,Halkbank,savings,TRY,3173.77
acc_000185_2,185,eda0185,Akbank,savings,TRY,4123.35
acc_000185_3,185,eda0185,DenizBank,savings,TRY,368.24
acc_000186_1,186,onur0186,Yapı Kredi,savings,TRY,1365.73
acc_000186_2,186,onur0186,TEB,savings,TRY,2986.09
acc_000186_3,186,onur0186,Enpara,current,TRY,1144.2
acc_000187_1,187,yasemin0187,Akbank,savings,TRY,1312.43
acc_000187_2,187,yasemin0187,Yapı Kredi,savings,TRY,1716.62
acc_000187_3,187,yasemin0187,DenizBank,savings,TRY,520.91
acc_000188_1,188,hakan0188,Enpara,current,TRY,2135.32
acc_000188_2,188,hakan0188,VakıfBank,savings,TRY,1311.91
acc_000189_1,189,kadir0189,Enpara,savings,TRY,4057.04
acc_000190_1,190,can0190,Halkbank,current,TRY,0.0
acc_000190_2,190,can0190,Yapı Kredi,current,TRY,0.0
acc_000190_3,190,can0190,DenizBank,savings,TRY,1901.68
acc_000191_1,191,esra0191,VakıfBank,current,TRY,3336.95
acc_000192_1,192,emre0192,Halkbank,savings,TRY,2145.58
acc_000192_2,192,emre0192,Enpara,current,TRY,0.0
acc_000193_1,193,pinar0193,TEB,savings,TRY,4373.2
acc_000194_1,194,naz0194,İş Bankası,savings,TRY,1166.58
acc_000194_2,194,naz0194,Akbank,current,TRY,1837.43
acc_000194_3,194,naz0194,DenizBank,current,TRY,392.47
acc_000195_1,195,omer0195,TEB,current,TRY,4934.44
acc_000196_1,196,murat0196,Enpara,current,TRY,2672.93
acc_000196_2,196,murat0196,Yapı Kredi,savings,TRY,1880.72
acc_000197_1,197,tolga0197,İş Bankası,current,TRY,2514.95
acc_000197_2,197,tolga0197,TEB,current,TRY,2319.68
acc_000198_1,198,zeynep0198,Halkbank,current,TRY,5032.34
acc_000199_1,199,rabia0199,VakıfBank,current,TRY,127.83
acc_000199_2,199,rabia0199,Garanti,current,TRY,486.33
acc_000199_3,199,rabia0199,Halkbank,current,TRY,2977.06
acc_000200_1,200,ayse0200,Ziraat,savings,TRY,1824.54
acc_000200_2,200,ayse0200,Halkbank,current,TRY,275.22
acc_000200_3,200,ayse0200,VakıfBank,current,TRY,2905.04
acc_000201_1,201,tugce0201,DenizBank,savings,TRY,6037.81
acc_000202_1,202,sila0202,Enpara,savings,TRY,1069.43
acc_000202_2,202,sila0202,DenizBank,savings,TRY,1261.18
acc_000203_1,203,ayse0203,İş Bankası,current,TRY,5792.71
acc_000204_1,204,naz0204,Ziraat,current,TRY,1024.56
acc_000204_2,204,naz0204,Halkbank,current,TRY,901.49
acc_000204_3,204,naz0204,Enpara,current,TRY,1013.23
acc_000205_1,205,emre0205,TEB,savings,TRY,3317.1
acc_000206_1,206,elif0206,Ziraat,current,TRY,5006.63
acc_000207_1,207,tugce0207,Akbank,current,TRY,5435.93
acc_000208_1,208,mert0208,Yapı Kredi,savings,TRY,2090.15
acc_000208_2,208,mert0208,TEB,savings,TRY,2986.15
acc_000208_3,208,mert0208,Akbank,savings,TRY,271.76
acc_000209_1,209,yaren0209,Ziraat,current,TRY,0.0
acc_000209_2,209,yaren0209,İş Bankası,current,TRY,404.12
acc_000209_3,209,yaren0209,Akbank,current,TRY,5851.66
acc_000210_1,210,deniz0210,Halkbank,savings,TRY,4986.37
acc_000210_2,210,deniz0210,Enpara,current,TRY,0.0
acc_000211_1,211,naz0211,TEB,savings,TRY,1669.2
acc_000211_2,211,naz0211,İş Bankası,current,TRY,3046.3
acc_000212_1,212,sila0212,VakıfBank,savings,TRY,5852.04
acc_000213_1,213,fatma0213,VakıfBank,savings,TRY,975.53
acc_000213_2,213,fatma0213,Ziraat,current,TRY,4459.24
acc_000214_1,214,can0214,İş Bankası,savings,TRY,3794.13
acc_000215_1,215,hakan0215,Ziraat,savings,TRY,1774.37
acc_000215_2,215,hakan0215,DenizBank,current,TRY,0.0
acc_000215_3,215,hakan0215,İş Bankası,current,TRY,2397.23
